severity,code,record_type,record_id,record_ref,stage,owner,retry_status,message
high,variant_missing_option_value,variant,2033,PROS-T03TRM-2033,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2034,PROS-T03TRM-2034,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2035,PROS-PROT03VCZ-2035,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Colour, Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2036,PROS-PROT03VCZ-2036,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Colour, Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2037,PROS-PROT03VCZ-2037,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Colour, Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2038,PROS-T03TRM-2038,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2066,PROS-PROT00SZU-2066,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2067,PROS-PROT00SZU-2067,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2093,PROS-1634-2093,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2094,PROS-1634-2094,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2097,PROS-PROT00QUU-2097,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2098,PROS-PROT00QUU-2098,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2099,PROS-PROT00QUU-2099,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2106,PROS-PROT03QU2U-2106,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2107,PROS-PROT03QU2U-2107,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2108,PROS-PROT03QU2U-2108,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2109,PROS-PROT03QU2U-2109,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2141,PROS-1626-2141,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2142,PROS-1626-2142,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2143,PROS-1626-2143,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2144,PROS-1626-2144,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2145,PROS-1626-2145,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2158,PROS-PROT03PIM-2158,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2159,PROS-PROT03PIM-2159,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2160,PROS-PROT03PIM-2160,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2161,PROS-PROT03PIM-2161,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2162,PROS-PROT03PIM-2162,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2224,PROS-PROT00JOM-2224,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2225,PROS-PROT00JOM-2225,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2238,PROS-PROT03FAF-2238,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2255,PROS-PROT03DVU-2255,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2256,PROS-PROT03DVU-2256,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2278,PROS-PROT00CIF-2278,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,2282,PROS-PROT00CIM-2282,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
